<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
23.10.2020,18:30:00,109182,115166,108266,111091,89
23.10.2020,18:31:00,109355,114469,107926,112848,44
23.10.2020,18:32:00,110009,114200,107936,113057,51
23.10.2020,18:33:00,110954,115099,107920,109171,84
23.10.2020,18:34:00,108785,115172,108112,112604,60
23.10.2020,18:35:00,114301,115294,107923,110288,80
23.10.2020,18:36:00,115004,115278,107928,108677,43
23.10.2020,18:37:00,114345,115170,108060,114343,97
23.10.2020,18:38:00,115035,115215,107909,113148,60
23.10.2020,18:39:00,111945,115292,107921,111813,56
23.10.2020,18:40:00,110696,115211,108047,114711,85
23.10.2020,18:41:00,111841,115267,108005,109611,42
23.10.2020,18:42:00,113643,115294,107935,112487,90
23.10.2020,18:43:00,114213,115222,107906,108275,47
23.10.2020,18:44:00,113482,115158,107970,109687,98
23.10.2020,18:45:00,109704,115236,107918,115093,31
23.10.2020,18:46:00,112652,115201,107919,112002,72
23.10.2020,18:47:00,113668,115067,108050,111648,86
23.10.2020,18:48:00,110339,115207,107923,113107,79
23.10.2020,18:49:00,110603,114908,108015,112899,1
23.10.2020,18:50:00,112641,115245,108061,113847,91
23.10.2020,18:51:00,110400,115226,108059,110366,39
23.10.2020,18:52:00,113274,115166,107932,112599,1
23.10.2020,18:53:00,108512,115225,108028,109471,65
23.10.2020,18:54:00,109125,115130,107901,112345,50
23.10.2020,18:55:00,114768,115171,108289,109880,43
23.10.2020,18:56:00,113216,115276,108278,110019,13
23.10.2020,18:57:00,110158,115262,108020,113390,23
23.10.2020,18:58:00,112126,115249,108016,114972,74
23.10.2020,18:59:00,113272,115276,108199,108998,86
23.10.2020,19:00:00,113073,114879,108032,114179,94
23.10.2020,19:01:00,110918,115288,107903,114761,85
23.10.2020,19:02:00,115227,115227,107997,111270,61
23.10.2020,19:03:00,112293,115053,108218,114016,47
23.10.2020,19:04:00,113377,115279,107952,111953,20
23.10.2020,19:05:00,113017,115200,107948,111267,81
23.10.2020,19:06:00,108545,114532,108050,108669,96
23.10.2020,19:07:00,113493,115262,107944,111591,78
23.10.2020,19:08:00,109675,115083,107935,114367,94
23.10.2020,19:09:00,114534,114968,108148,109786,37
23.10.2020,19:10:00,111250,115240,108054,113427,36
23.10.2020,19:11:00,112693,115217,108150,109660,87
23.10.2020,19:12:00,114565,115195,108046,111596,30
23.10.2020,19:13:00,111854,115270,107979,111841,97
23.10.2020,19:14:00,114086,115188,108114,113724,87
23.10.2020,19:15:00,112674,114950,107940,108013,53
23.10.2020,19:16:00,113213,115232,108209,109878,98
23.10.2020,19:17:00,108612,115144,108296,110574,39
23.10.2020,19:19:00,111303,115250,108059,111464,34
23.10.2020,19:20:00,111163,115008,108033,113085,91
23.10.2020,19:21:00,109077,115262,108119,113137,70
23.10.2020,19:22:00,113712,115273,107909,114291,85
23.10.2020,19:23:00,115190,115288,107906,114796,82
23.10.2020,19:24:00,110823,115085,108041,110862,95
23.10.2020,19:25:00,113128,115198,108054,113327,29
23.10.2020,19:26:00,115221,115221,107938,113202,38
23.10.2020,19:27:00,110061,115107,108033,113761,79
23.10.2020,19:28:00,110975,115260,108046,108884,74
23.10.2020,19:29:00,114113,115287,108167,108746,81
23.10.2020,19:30:00,109558,115119,108357,111152,29
23.10.2020,19:31:00,112955,115203,107949,113583,68
23.10.2020,19:32:00,108209,115259,108147,110650,25
23.10.2020,19:33:00,114092,115228,107964,115013,60
23.10.2020,19:34:00,108575,115114,108017,108593,31
23.10.2020,19:35:00,111437,115155,108053,109284,16
23.10.2020,19:36:00,113628,115116,107908,114757,95
23.10.2020,19:37:00,110632,114996,107928,112709,88
23.10.2020,19:38:00,111711,115252,108151,110847,91
23.10.2020,19:39:00,114074,115281,107970,113855,19
23.10.2020,19:40:00,113528,115021,108051,111931,62
23.10.2020,19:41:00,108326,115224,107912,111149,3
23.10.2020,19:42:00,110592,115205,108026,109802,54
23.10.2020,19:43:00,110036,115092,108136,113456,31
23.10.2020,19:44:00,110718,114899,108242,113664,48
23.10.2020,19:45:00,114437,115011,108171,109852,37
23.10.2020,19:46:00,113865,115109,108034,114998,26
23.10.2020,19:47:00,113625,115189,108016,114874,20
23.10.2020,19:48:00,109412,115270,107930,109673,6
23.10.2020,19:49:00,107997,115278,107997,114843,22
23.10.2020,19:50:00,115298,115298,108136,114051,49
23.10.2020,19:51:00,113741,115267,108189,112808,66
23.10.2020,19:52:00,113966,114979,107915,112705,8
23.10.2020,19:53:00,114759,114953,108255,113203,97
23.10.2020,19:54:00,112574,115225,108178,108781,71
23.10.2020,19:55:00,112315,115243,107937,109783,33
23.10.2020,19:56:00,113425,115192,107975,112125,5
23.10.2020,19:57:00,110837,115151,108058,110727,8
23.10.2020,19:58:00,112004,115197,107988,109467,91
23.10.2020,19:59:00,111522,115127,107970,111602,94
23.10.2020,20:00:00,108473,115149,107980,113783,67
26.10.2020,10:00:00,113267,115215,108014,113755,79
26.10.2020,10:01:00,114727,115092,108012,110584,69
26.10.2020,10:02:00,111603,115147,107920,113645,85
26.10.2020,10:03:00,111065,115282,107952,110296,57
26.10.2020,10:04:00,113165,115186,107943,110193,2
26.10.2020,10:05:00,114008,115276,107945,110595,54
26.10.2020,10:06:00,109075,115255,108022,115255,62
26.10.2020,10:07:00,114641,115114,107969,113745,57
26.10.2020,10:08:00,111539,115233,107930,113795,87
26.10.2020,10:09:00,111162,115167,107910,108497,97
26.10.2020,10:10:00,111806,115140,108066,108553,67
26.10.2020,10:11:00,113257,115176,108003,114583,32
26.10.2020,10:12:00,111541,115197,107930,114889,64
26.10.2020,10:13:00,112688,115257,108253,114159,31
26.10.2020,10:14:00,113667,115093,108186,113387,26
26.10.2020,10:15:00,113219,114964,107947,107964,91
26.10.2020,10:16:00,111733,114881,107921,109872,70
26.10.2020,10:17:00,109080,115290,107943,112035,96
26.10.2020,10:18:00,111234,115185,108035,108042,68
26.10.2020,10:19:00,112790,114959,107900,109302,61
26.10.2020,10:20:00,109380,115282,107932,109168,88
26.10.2020,10:21:00,115200,115200,108143,109568,23
26.10.2020,10:22:00,114614,115269,107919,110443,20
26.10.2020,10:23:00,112640,115138,108034,112252,68
26.10.2020,10:24:00,110279,115107,107906,109168,8
26.10.2020,10:25:00,110994,115209,108620,113619,56
26.10.2020,10:26:00,111066,115276,108006,108123,4
26.10.2020,10:28:00,108437,115087,107981,113649,5
26.10.2020,10:29:00,108764,115296,108049,112982,61
26.10.2020,10:30:00,108906,115296,107968,110040,67
26.10.2020,10:31:00,113318,115044,107957,110639,21
26.10.2020,10:32:00,110107,115272,108233,109678,57
26.10.2020,10:33:00,112012,115200,107914,111755,47
26.10.2020,10:34:00,112045,115226,107966,111367,96
26.10.2020,10:35:00,111424,115144,108057,113583,97
26.10.2020,10:36:00,111799,115241,107907,112888,4
26.10.2020,10:37:00,111111,115090,107953,108466,40
26.10.2020,10:38:00,111943,115150,107958,114818,24
26.10.2020,10:39:00,108360,114642,107991,111385,94
26.10.2020,10:40:00,109670,114914,108060,113699,83
26.10.2020,10:41:00,114888,114915,107917,114590,25
26.10.2020,10:42:00,112043,115017,107920,110616,65
26.10.2020,10:43:00,109062,115292,107918,112282,88
26.10.2020,10:44:00,111666,115294,107987,114350,50
26.10.2020,10:45:00,111451,115280,108315,115280,83
26.10.2020,10:46:00,111675,115269,107956,109247,47
26.10.2020,10:47:00,110541,115233,107974,111647,64
26.10.2020,10:48:00,114930,115182,108093,114979,91
26.10.2020,10:49:00,110936,115279,108091,108912,11
26.10.2020,10:50:00,111415,115165,108022,109453,58
26.10.2020,10:51:00,108056,115063,108056,112566,37
26.10.2020,10:52:00,111911,115125,107947,111450,25
26.10.2020,10:53:00,109769,115230,108086,110348,20
26.10.2020,10:54:00,110494,115272,108011,114440,34
26.10.2020,10:55:00,107970,115254,107970,110806,62
26.10.2020,10:56:00,108349,115254,107936,108709,63
26.10.2020,10:57:00,108924,115140,107927,109187,57
26.10.2020,10:58:00,110260,115289,108003,112774,54
26.10.2020,10:59:00,112807,115209,108047,108047,80
26.10.2020,11:00:00,107919,115176,107919,112508,9
26.10.2020,11:01:00,111175,115242,108005,114548,97
26.10.2020,11:02:00,111259,115259,108171,108171,52
26.10.2020,11:03:00,111827,115277,107913,110317,28
26.10.2020,11:04:00,112059,115267,107969,110468,24
26.10.2020,11:05:00,110073,115284,107985,109969,49
26.10.2020,11:06:00,109465,115285,107909,110014,43
26.10.2020,11:07:00,110708,115265,107903,112087,5
26.10.2020,11:08:00,114267,115247,108175,114408,83
26.10.2020,11:09:00,109184,115169,108065,110897,68
26.10.2020,11:10:00,111780,115292,108158,114678,65
26.10.2020,11:11:00,114325,115262,107992,114770,22
26.10.2020,11:12:00,110931,115288,108093,109912,3
26.10.2020,11:13:00,111456,115279,107925,110828,75
26.10.2020,11:14:00,115010,115242,107980,112456,55
26.10.2020,11:15:00,107904,115041,107904,109067,18
26.10.2020,11:16:00,112125,115213,108028,110417,60
26.10.2020,11:17:00,111644,114875,108134,108134,26
26.10.2020,11:18:00,113192,115280,107997,109754,12
26.10.2020,11:19:00,111790,115229,108282,111353,42
26.10.2020,11:20:00,112241,115240,107912,110093,63
26.10.2020,11:21:00,110853,115214,107923,113577,92
26.10.2020,11:22:00,113982,115238,107995,109225,35
26.10.2020,11:23:00,108852,115281,108231,108921,34
26.10.2020,11:24:00,112114,115030,107979,110252,22
26.10.2020,11:26:00,111966,115172,108041,110857,27
26.10.2020,11:27:00,112553,114937,108032,112301,77
26.10.2020,11:28:00,113976,115135,107996,113694,81
26.10.2020,11:29:00,110446,115278,107933,109541,18
26.10.2020,11:30:00,113472,115239,107907,113149,13
26.10.2020,11:31:00,108067,115299,108067,113605,80
26.10.2020,11:32:00,110899,115169,108136,111040,21
26.10.2020,11:33:00,109529,115228,108009,111149,36
26.10.2020,11:34:00,108372,115296,107911,111054,47
26.10.2020,11:35:00,108518,115259,108003,110528,42
26.10.2020,11:36:00,112920,115180,107996,111088,60
26.10.2020,11:37:00,109483,115276,107909,112321,37
26.10.2020,11:38:00,114872,115240,108016,108878,8
26.10.2020,11:39:00,114135,115113,107951,114662,62
26.10.2020,11:40:00,110627,115240,107927,108788,30
26.10.2020,11:41:00,112087,115041,107975,114070,94
26.10.2020,11:42:00,114202,115299,107946,108653,2
26.10.2020,11:43:00,110067,115205,108118,113220,97
26.10.2020,11:44:00,108478,115256,108183,112802,86
26.10.2020,11:45:00,111376,115268,108077,114635,41
26.10.2020,11:46:00,108292,115158,108023,113090,26
26.10.2020,11:47:00,112727,115102,107953,114531,90
26.10.2020,11:48:00,108642,115146,108008,112113,64
26.10.2020,11:49:00,113980,115137,108024,108620,27
26.10.2020,11:50:00,113591,115085,107910,113295,80
26.10.2020,11:51:00,111649,115032,107900,115032,62
26.10.2020,11:52:00,111994,115273,107988,109780,1
26.10.2020,11:53:00,108036,115248,107954,114755,16
26.10.2020,11:54:00,108175,115282,108119,108121,78
26.10.2020,11:55:00,111663,115157,108084,113581,70
26.10.2020,11:56:00,109481,115251,107976,114005,12
26.10.2020,11:57:00,110242,115128,107908,111649,65
26.10.2020,11:58:00,111686,115233,108142,112739,28
26.10.2020,11:59:00,114054,115148,108138,110265,38
26.10.2020,12:00:00,108390,115043,107949,110556,91
26.10.2020,12:01:00,108049,115272,107933,111121,69
26.10.2020,12:02:00,108073,115202,108059,109510,40
26.10.2020,12:03:00,113403,115207,108206,111904,8
26.10.2020,12:04:00,110659,115251,107973,113402,8
26.10.2020,12:05:00,113894,115251,107970,115002,24
26.10.2020,12:06:00,112054,115085,107909,113402,47
26.10.2020,12:07:00,114205,115268,108161,110147,59
26.10.2020,12:08:00,110042,115295,107990,115217,59
26.10.2020,12:09:00,109276,115263,107901,108495,97
26.10.2020,12:10:00,111768,115078,107957,112781,79
26.10.2020,12:11:00,111815,115214,108037,109927,69
26.10.2020,12:12:00,114994,114994,108104,112112,20
26.10.2020,12:13:00,111394,115072,108010,115072,3
26.10.2020,12:14:00,114116,114994,107953,113250,27
26.10.2020,12:15:00,108607,115176,107934,112005,33
26.10.2020,12:16:00,111221,115133,107915,111370,75
26.10.2020,12:17:00,109779,115283,108023,114500,82
26.10.2020,12:18:00,111513,115215,108362,115215,7
26.10.2020,12:19:00,110202,115244,108024,108382,54
26.10.2020,12:20:00,114053,114968,107936,109407,61
26.10.2020,12:21:00,112141,115267,107979,111603,18
26.10.2020,12:22:00,109415,115238,107953,109108,94
26.10.2020,12:23:00,114364,115162,107933,108898,17
26.10.2020,12:24:00,109078,115190,107964,111619,25
26.10.2020,12:25:00,111662,115003,108009,110680,24
26.10.2020,12:26:00,114941,115097,108025,111207,22
26.10.2020,12:27:00,108724,114874,107952,112313,76
26.10.2020,12:28:00,110366,115169,108033,114176,10
26.10.2020,12:29:00,111483,115105,108117,109972,77
26.10.2020,12:30:00,108083,115295,107927,109211,26
26.10.2020,12:31:00,112067,115271,107977,114362,6
26.10.2020,12:32:00,111261,115298,107935,109619,6
26.10.2020,12:33:00,113790,115267,108063,108292,89
26.10.2020,12:34:00,113823,115095,107934,110996,77
26.10.2020,12:35:00,110892,115296,107943,109907,93
26.10.2020,12:36:00,108442,115294,107925,115174,17
26.10.2020,12:37:00,114683,115183,107929,108475,46
26.10.2020,12:38:00,110676,115148,108120,108120,2
26.10.2020,12:39:00,111795,114877,107961,112875,28
26.10.2020,12:40:00,109294,115219,107933,113369,19
26.10.2020,12:41:00,112329,115158,107931,109518,44
26.10.2020,12:42:00,110579,115168,107937,110079,40
26.10.2020,12:43:00,110194,115252,107953,113928,14
26.10.2020,12:44:00,108854,115139,108012,109573,62
26.10.2020,12:45:00,115188,115188,108022,111212,54
26.10.2020,12:46:00,112193,115070,108146,109833,65
26.10.2020,12:47:00,108622,115232,107972,109241,94
26.10.2020,12:48:00,112603,115097,107980,114748,83
26.10.2020,12:49:00,114843,115297,107926,109132,49
26.10.2020,12:50:00,110482,115278,107957,113075,16
26.10.2020,12:51:00,109453,115072,107996,109450,54
26.10.2020,12:52:00,108318,115238,107912,112856,83
26.10.2020,12:53:00,110312,115189,108017,114766,14
26.10.2020,12:54:00,109698,115265,108029,114942,3
26.10.2020,12:55:00,113209,115286,108110,112712,87
26.10.2020,12:56:00,108617,115251,108152,111074,18
26.10.2020,12:57:00,113473,115066,107956,108745,84
26.10.2020,12:58:00,111859,115061,108085,111902,61
26.10.2020,12:59:00,111862,115286,107947,109136,17
26.10.2020,13:00:00,110392,115185,108212,114539,31
26.10.2020,13:01:00,112050,115254,107922,114555,17
26.10.2020,13:02:00,108349,115008,107977,108697,98
26.10.2020,13:03:00,108320,115115,107977,113063,90
26.10.2020,13:04:00,111772,115054,107900,111111,3
26.10.2020,13:05:00,111002,115197,107912,113005,85
26.10.2020,13:06:00,111952,115227,108089,110548,68
26.10.2020,13:07:00,112413,114988,108104,112790,84
26.10.2020,13:08:00,109941,115294,108009,110410,38
26.10.2020,13:09:00,111382,115242,107928,111562,32
26.10.2020,13:10:00,109314,115117,108168,109866,60
26.10.2020,13:11:00,115064,115267,108199,109931,73
26.10.2020,13:12:00,110129,115140,108079,114955,68
26.10.2020,13:13:00,111537,115150,107944,114226,89
26.10.2020,13:14:00,110427,115064,107963,112881,87
26.10.2020,13:15:00,113668,115178,108011,112490,97
26.10.2020,13:16:00,112279,115294,107903,115134,56
26.10.2020,13:17:00,112447,115148,107909,110035,13
26.10.2020,13:18:00,108452,115261,107940,113749,61
26.10.2020,13:19:00,108642,115259,108062,114063,82
26.10.2020,13:20:00,109110,115097,107978,111887,61
26.10.2020,13:21:00,111972,115047,108192,109626,58
26.10.2020,13:22:00,109146,115251,107961,114855,97
26.10.2020,13:23:00,112254,114695,108260,114668,87
26.10.2020,13:24:00,111649,115236,108489,113520,49
26.10.2020,13:25:00,110476,115281,108058,109846,51
26.10.2020,13:26:00,114024,115244,108021,108250,71
26.10.2020,13:27:00,114233,115277,108065,113724,61
26.10.2020,13:28:00,115023,115298,107968,111624,24
26.10.2020,13:29:00,110644,115254,107902,109858,81
26.10.2020,13:30:00,113915,115047,108015,110239,3
26.10.2020,13:31:00,115220,115220,108018,114548,39
26.10.2020,13:32:00,113324,115242,107906,115242,23
26.10.2020,13:33:00,110786,115108,107963,110142,65
26.10.2020,13:34:00,110398,115242,107947,115003,38
26.10.2020,13:35:00,115255,115258,108075,110904,80
26.10.2020,13:36:00,109768,115085,107971,114972,79
26.10.2020,13:37:00,107972,115095,107932,113895,67
26.10.2020,13:38:00,113615,114914,107934,109414,81
26.10.2020,13:39:00,110281,114698,107958,111982,32
26.10.2020,13:40:00,111287,115197,107956,111129,38
26.10.2020,13:41:00,109904,115257,108033,108929,41
26.10.2020,13:42:00,110502,115191,107903,113289,85
26.10.2020,13:43:00,112005,115185,107990,110425,80
26.10.2020,13:44:00,109398,115212,108064,109192,69
26.10.2020,13:45:00,111533,114969,107937,108949,50
26.10.2020,13:46:00,107953,115286,107953,109530,46
26.10.2020,13:47:00,109365,114690,107913,110298,61
26.10.2020,13:48:00,111864,115126,107966,108610,84
26.10.2020,13:49:00,111827,115148,108105,109999,14
26.10.2020,13:51:00,110913,115112,107977,115103,26
26.10.2020,13:52:00,114292,115091,107928,114234,91
26.10.2020,13:53:00,111122,115122,107930,113453,65
26.10.2020,13:54:00,113632,115195,107924,113189,51
26.10.2020,13:55:00,112992,115044,107928,108811,79
26.10.2020,13:56:00,108214,114957,108214,108791,73
26.10.2020,13:57:00,109645,115269,107958,111560,1
26.10.2020,13:58:00,114458,115179,107951,111482,80
26.10.2020,13:59:00,108023,115192,108023,109945,34
26.10.2020,14:00:00,108512,115181,107922,111482,21
26.10.2020,14:01:00,108834,114955,107934,111825,11
26.10.2020,14:02:00,113752,114952,108275,112607,23
26.10.2020,14:03:00,111347,115014,108396,113803,91
26.10.2020,14:04:00,112196,115277,107949,110028,46
26.10.2020,14:05:00,108575,115244,107913,112422,88
26.10.2020,14:06:00,108228,115078,107960,110612,56
26.10.2020,14:07:00,110238,114957,107958,110868,15
26.10.2020,14:08:00,112220,115278,108005,108841,60
26.10.2020,14:09:00,114212,115144,108004,108872,28
26.10.2020,14:10:00,110870,115258,107945,114147,45
26.10.2020,14:11:00,108724,115203,108639,113759,40
26.10.2020,14:12:00,114485,115152,108223,115118,64
26.10.2020,14:13:00,108618,115293,107948,111893,55
26.10.2020,14:14:00,109680,115199,108090,112675,15
26.10.2020,14:15:00,115061,115094,107992,108228,88
26.10.2020,14:16:00,112798,115230,107999,114549,92
26.10.2020,14:17:00,108938,115274,107970,110778,46
26.10.2020,14:18:00,109610,115222,108037,113394,60
26.10.2020,14:19:00,111693,115198,108317,109942,78
26.10.2020,14:20:00,110566,115159,108023,111090,65
26.10.2020,14:21:00,112428,115051,108118,113323,5
26.10.2020,14:22:00,115166,115166,108377,110940,35
26.10.2020,14:23:00,109546,115291,108137,110629,43
26.10.2020,14:24:00,109314,115049,108489,110345,44
26.10.2020,14:25:00,109935,115157,107916,110154,39
26.10.2020,14:26:00,109652,115270,107905,110174,94
26.10.2020,14:27:00,114127,115279,107944,110323,56
26.10.2020,14:28:00,110862,115140,108036,110657,87
26.10.2020,14:29:00,111452,114936,107944,114790,9
26.10.2020,14:30:00,109973,115029,107923,112086,64
26.10.2020,14:31:00,112998,115178,108502,114427,77
26.10.2020,14:32:00,111471,115182,108017,108324,51
26.10.2020,14:33:00,109748,115142,108200,111311,41
26.10.2020,14:34:00,112826,115235,107902,109843,16
26.10.2020,14:35:00,113143,115262,108149,113390,10
26.10.2020,14:36:00,114826,115152,108176,110893,90
26.10.2020,14:37:00,109972,115252,107959,115039,57
26.10.2020,14:38:00,112205,115065,107923,112383,32
26.10.2020,14:39:00,113553,115054,108028,111567,7
26.10.2020,14:40:00,110638,115040,108052,113531,65
